행정동,도로명주소,지번주소,위도,경도,데이터기준일자
신월1동,서울특별시 양천구 곰달래로10길 28,서울특별시 양천구 신월동 242-39,37.527287,126.8385461,2025-06-30
신월1동,서울특별시 양천구 가로공원로70길 14,서울특별시 양천구 신월동 94-4,37.535859,126.8325662,2025-06-30
신월1동,서울특별시 양천구 곰달래로10길 33-6,서울특별시 양천구 신월동 239-1,37.527287,126.8385461,2025-06-30
신월1동,서울특별시 양천구 곰달래로9길 46,서울특별시 양천구 신월동 107-45,37.5331145,126.8342823,2025-06-30
신월1동,서울특별시 양천구 곰달래로9길 51,서울특별시 양천구 신월동 101-7,37.5331145,126.8342823,2025-06-30
신월1동,서울특별시 양천구 월정로33길 22,서울특별시 양천구 신월동 98-26,37.5351516,126.8340541,2025-06-30
신월1동,서울특별시 양천구 가로공원로66길 37,서울특별시 양천구 신월동 92-7,37.5353797,126.8322456,2025-06-30
신월1동,서울특별시 양천구 곰달래로11길 22,서울특별시 양천구 신월동 118-13,37.53301,126.8350307,2025-06-30
신월1동,서울특별시 양천구 월정로15길 7,서울특별시 양천구 신월동 241-18,37.5277427,126.8382317,2025-06-30
신월1동,서울특별시 양천구 곰달래로10길 39,서울특별시 양천구 신월동 238-1,37.527287,126.8385461,2025-06-30
신월1동,서울특별시 양천구 곰달래로6길 30-6,서울특별시 양천구 신월동 218-6,37.5279721,126.8360278,2025-06-30
신월1동,서울특별시 양천구 남부순환로65길 12,서울특별시 양천구 신월동 218-1,37.5273679,126.8356145,2025-06-30
신월1동,서울특별시 양천구 곰달래로2길 15,서울특별시 양천구 신월동 221-28,37.5275906,126.834713,2025-06-30
신월1동,서울특별시 양천구 곰달래로5길 7-1,서울특별시 양천구 신월동 126-55,37.5335107,126.8325462,2025-06-30
신월1동,서울특별시 양천구 곰달래로1길 20,서울특별시 양천구 신월동 132-17,37.5326011,126.8315489,2025-06-30
신월1동,서울특별시 양천구 월정로17길 24-16,서울특별시 양천구 신월동 232-32,37.5280073,126.8374071,2025-06-30
신월1동,서울특별시 양천구 남부순환로65길 7,서울특별시 양천구 신월동 220-23,37.5273679,126.8356145,2025-06-30
신월1동,서울특별시 양천구 곰달래로2길 39,서울특별시 양천구 신월동 218-10,37.5275906,126.834713,2025-06-30
신월1동,서울특별시 양천구 곰달래로2길 42,서울특별시 양천구 신월동 217-46,37.5275906,126.834713,2025-06-30
신월1동,서울특별시 양천구 곰달래로5길 63,서울특별시 양천구 신월동 143-2,37.5335107,126.8325462,2025-06-30
신월1동,서울특별시 양천구 남부순환로57길 14,서울특별시 양천구 신월동 141-11,37.5337664,126.8310163,2025-06-30
신월1동,서울특별시 양천구 남부순환로57길 10,서울특별시 양천구 신월동 137-1,37.5337664,126.8310163,2025-06-30
신월1동,서울특별시 양천구 곰달래로1길 54,서울특별시 양천구 신월동 140-15,37.5326011,126.8315489,2025-06-30
신월2동,서울특별시 양천구 오목로 76-2,서울특별시 양천구 신월동 1049,37.5242619,126.8772058,2025-06-30
신월2동,서울특별시 양천구 오목로9길 19,서울특별시 양천구 신월동 446-5,37.5239642,126.8427684,2025-06-30
신월2동,서울특별시 양천구 중앙로57길 2,서울특별시 양천구 신월동 455-10,37.5266987,126.8457047,2025-06-30
신월2동,서울특별시 양천구 중앙로55길 16,서울특별시 양천구 신월동 457-15,37.5261433,126.8451774,2025-06-30
신월2동,서울특별시 양천구 중앙로55길 22,서울특별시 양천구 신월동 457-7,37.5261433,126.8451774,2025-06-30
신월2동,서울특별시 양천구 중앙로55길 24,서울특별시 양천구 신월동 457-9,37.5261433,126.8451774,2025-06-30
신월2동,서울특별시 양천구 중앙로55길 32,서울특별시 양천구 신월동 458-3,37.5261433,126.8451774,2025-06-30
신월2동,서울특별시 양천구 중앙로55길 30,서울특별시 양천구 신월동 458-8,37.5261433,126.8451774,2025-06-30
신월2동,서울특별시 양천구 중앙로57길 49,서울특별시 양천구 신월동 460-2,37.5266987,126.8457047,2025-06-30
신월2동,서울특별시 양천구 중앙로55길 50-1,서울특별시 양천구 신월동 460-29,37.5261433,126.8451774,2025-06-30
신월2동,서울특별시 양천구 중앙로55길 54-1,서울특별시 양천구 신월동 460-33,37.5261433,126.8451774,2025-06-30
신월2동,서울특별시 양천구 오목로13길 36,서울특별시 양천구 신월동 466-1,37.5249459,126.845173,2025-06-30
신월2동,서울특별시 양천구 오목로15길 32-7,서울특별시 양천구 신월동 467-5,37.5245895,126.8458422,2025-06-30
신월2동,서울특별시 양천구 중앙로53길 34,서울특별시 양천구 신월동 468-4,37.525316,126.845751,2025-06-30
신월2동,서울특별시 양천구 중앙로53길 22-10,서울특별시 양천구 신월동 469-2,37.525316,126.845751,2025-06-30
신월2동,서울특별시 양천구 중앙로55길 9,서울특별시 양천구 신월동 470-14,37.5261433,126.8451774,2025-06-30
신월2동,서울특별시 양천구 중앙로53길 12-13,서울특별시 양천구 신월동 470-19,37.525316,126.845751,2025-06-30
신월2동,서울특별시 양천구 중앙로53길 12,서울특별시 양천구 신월동 473-11,37.525316,126.845751,2025-06-30
신월2동,서울특별시 양천구 중앙로51길 6,서울특별시 양천구 신월동 474-9,37.5243113,126.8466809,2025-06-30
신월2동,서울특별시 양천구 중앙로53길 5,서울특별시 양천구 신월동 475,37.525316,126.845751,2025-06-30
신월2동,서울특별시 양천구 중앙로51길 26-2,서울특별시 양천구 신월동 477-12,37.5243113,126.8466809,2025-06-30
신월2동,서울특별시 양천구 중앙로51길 26-10,서울특별시 양천구 신월동 477-3,37.5243113,126.8466809,2025-06-30
신월2동,서울특별시 양천구 중앙로53길 25,서울특별시 양천구 신월동 478-1,37.525316,126.845751,2025-06-30
신월2동,서울특별시 양천구 중앙로51길 30,서울특별시 양천구 신월동 478-19,37.5243113,126.8466809,2025-06-30
신월2동,서울특별시 양천구 중앙로51길 34,서울특별시 양천구 신월동 479-25,37.5243113,126.8466809,2025-06-30
신월2동,서울특별시 양천구 오목로15길 22,서울특별시 양천구 신월동 480-18,37.5245895,126.8458422,2025-06-30
신월2동,서울특별시 양천구 오목로15길 20,서울특별시 양천구 신월동 480-6,37.5245895,126.8458422,2025-06-30
신월2동,서울특별시 양천구 오목로11길 17-15,서울특별시 양천구 신월동 487-2,37.5241898,126.8436829,2025-06-30
신월2동,서울특별시 양천구 오목로11길 17,서울특별시 양천구 신월동 487-8,37.5241898,126.8436829,2025-06-30
신월2동,서울특별시 양천구 중앙로51길 51,서울특별시 양천구 신월동 488-18,37.5243113,126.8466809,2025-06-30
신월2동,서울특별시 양천구 중앙로51길 53,서울특별시 양천구 신월동 488-8,37.5243113,126.8466809,2025-06-30
신월2동,서울특별시 양천구 오목로 81,서울특별시 양천구 신월동 493-17,37.5242619,126.8772058,2025-06-30
신월2동,서울특별시 양천구 오목로19길 1,서울특별시 양천구 신월동 494-8,37.5243686,126.8470634,2025-06-30
신월2동,서울특별시 양천구 오목로 101,서울특별시 양천구 신월동 495-1,37.5267212,126.8686816,2025-06-30
신월2동,서울특별시 양천구 중앙로 311,서울특별시 양천구 신월동 500-21,37.5252594,126.8502881,2025-06-30
신월2동,서울특별시 양천구 오목로 100,서울특별시 양천구 신월동 505-1,37.5242619,126.8772058,2025-06-30
신월2동,서울특별시 양천구 오목로 104,서울특별시 양천구 신월동 505-4,37.5242619,126.8772058,2025-06-30
신월2동,서울특별시 양천구 오목로 90,서울특별시 양천구 신월동 506-1,37.5242619,126.8772058,2025-06-30
신월2동,서울특별시 양천구 오목로 88,서울특별시 양천구 신월동 507-3,37.5242619,126.8772058,2025-06-30
신월2동,서울특별시 양천구 오목로 72-2,서울특별시 양천구 신월동 509-5,37.5242619,126.8772058,2025-06-30
신월2동,서울특별시 양천구 오목로10길 7-3,서울특별시 양천구 신월동 510-4,37.521815,126.8440775,2025-06-30
신월2동,서울특별시 양천구 신월로27길 36,서울특별시 양천구 신월동 513-6,37.52161,126.8457541,2025-06-30
신월2동,서울특별시 양천구 신월로 220,서울특별시 양천구 신월동 607-1,37.5211007,126.8447742,2025-06-30
신월3동,서울특별시 양천구 가로공원로 66,서울특별시 양천구 신월동 151-1,37.5354683,126.8250606,2025-06-30
신월3동,서울특별시 양천구 가로공원로56길 5,서울특별시 양천구 신월동 151-26,37.5352795,126.8271227,2025-06-30
신월3동,서울특별시 양천구 가로공원로56길 1,서울특별시 양천구 신월동 151-29,37.5352795,126.8271227,2025-06-30
신월3동,서울특별시 양천구 가로공원로60가길 15,서울특별시 양천구 신월동 157-20,37.5343963,126.8262937,2025-06-30
신월3동,서울특별시 양천구 남부순환로46길 2-1,서울특별시 양천구 신월동 161-24,37.5333483,126.8274594,2025-06-30
신월3동,서울특별시 양천구 남부순환로48길 2,서울특별시 양천구 신월동 162-32,37.5330814,126.8275746,2025-06-30
신월3동,서울특별시 양천구 남부순환로54길 2,서울특별시 양천구 신월동 166-14,37.532291,126.8279906,2025-06-30
신월3동,서울특별시 양천구 남부순환로54길 5,서울특별시 양천구 신월동 167-5,37.532291,126.8279906,2025-06-30
신월3동,서울특별시 양천구 가로공원로58길 35-1,서울특별시 양천구 신월동 187-1,37.5329996,126.8243678,2025-06-30
신월3동,서울특별시 양천구 남부순환로60길 8,서울특별시 양천구 신월동 198-16,37.5307731,126.8291485,2025-06-30
신월3동,서울특별시 양천구 남부순환로60길 2-1,서울특별시 양천구 신월동 198-19,37.5307731,126.8291485,2025-06-30
신월3동,서울특별시 양천구 남부순환로56가길 13,서울특별시 양천구 신월동 198-22,37.5316347,126.8300902,2025-06-30
신월3동,서울특별시 양천구 남부순환로62길 32,서울특별시 양천구 신월동 201-15,37.530386,126.8296385,2025-06-30
신월3동,서울특별시 양천구 남부순환로58길 22,서울특별시 양천구 신월동 203-21,37.5299697,126.8302549,2025-06-30
신월3동,서울특별시 양천구 남부순환로58길 27,서울특별시 양천구 신월동 205-15,37.5299697,126.8302549,2025-06-30
신월3동,서울특별시 양천구 남부순환로58길 31-19,서울특별시 양천구 신월동 205-31,37.5299697,126.8302549,2025-06-30
신월3동,서울특별시 양천구 남부순환로58길 41,서울특별시 양천구 신월동 205-39,37.5299697,126.8302549,2025-06-30
신월3동,서울특별시 양천구 남부순환로64길 23-1,서울특별시 양천구 신월동 207-27,37.5272582,126.8328173,2025-06-30
신월3동,서울특별시 양천구 남부순환로64길 27,서울특별시 양천구 신월동 207-28,37.5272582,126.8328173,2025-06-30
신월3동,서울특별시 양천구 남부순환로64길 29,서울특별시 양천구 신월동 207-54,37.5272582,126.8328173,2025-06-30
신월3동,서울특별시 양천구 남부순환로64길 37-11,서울특별시 양천구 신월동 207-77,37.5272582,126.8328173,2025-06-30
신월3동,서울특별시 양천구 남부순환로64길 37-5,서울특별시 양천구 신월동 207-31,37.5272582,126.8328173,2025-06-30
신월3동,서울특별시 양천구 남부순환로 448,서울특별시 양천구 신월동 206-3,37.5327968,126.8304943,2025-06-30
신월3동,서울특별시 양천구 남부순환로 442,서울특별시 양천구 신월동 206-1,37.5327968,126.8304943,2025-06-30
신월3동,서울특별시 양천구 남부순환로58길 12,서울특별시 양천구 신월동 198-12,37.5299697,126.8302549,2025-06-30
신월3동,서울특별시 양천구 남부순환로58길 24-12,서울특별시 양천구 신월동 203-16,37.5299697,126.8302549,2025-06-30
신월3동,서울특별시 양천구 남부순환로54길 48,서울특별시 양천구 신월동 194-14,37.532291,126.8279906,2025-06-30
신월3동,서울특별시 양천구 가로공원로58길 13-1,서울특별시 양천구 신월동 184-1,37.5329996,126.8243678,2025-06-30
신월3동,서울특별시 양천구 가로공원로56길 27-1,서울특별시 양천구 신월동 150-14,37.5352795,126.8271227,2025-06-30
신월3동,서울특별시 양천구 가로공원로64길 29,서울특별시 양천구 신월동 167-4,37.5353383,126.8279762,2025-06-30
신월3동,서울특별시 양천구 남부순환로36길 25-1,서울특별시 양천구 신월동 48-21,37.536165,126.8261546,2025-06-30
신월3동,서울특별시 양천구 남부순환로36길 27-1,서울특별시 양천구 신월동 48-1,37.536165,126.8261546,2025-06-30
신월3동,서울특별시 양천구 가로공원로55길 20-1,서울특별시 양천구 신월동 46-7,37.5363683,126.8245984,2025-06-30
신월3동,서울특별시 양천구 가로공원로55길 26,서울특별시 양천구 신월동 46-4,37.5363683,126.8245984,2025-06-30
신월3동,서울특별시 양천구 가로공원로55길 30-1,서울특별시 양천구 신월동 46-12,37.5363683,126.8245984,2025-06-30
신월4동,서울특별시 양천구 오목로1길 35,서울특별시 양천구 신월동 1068,37.5240564,126.8364832,2025-06-30
신월4동,서울특별시 양천구 오목로7길 32,서울특별시 양천구 신월동 1084,37.523749,126.8415588,2025-06-30
신월4동,서울특별시 양천구 남부순환로 495,서울특별시 양천구 신월동 410-15,37.5327968,126.8304943,2025-06-30
신월4동,서울특별시 양천구 오목로1길 51,서울특별시 양천구 신월동 410-16,37.5234115,126.8370983,2025-06-30
신월4동,서울특별시 양천구 남부순환로 497,서울특별시 양천구 신월동 410-26,37.5246573,126.8364812,2025-06-30
신월4동,서울특별시 양천구 월정로11길 20,서울특별시 양천구 신월동 411-10,37.5255705,126.8393064,2025-06-30
신월4동,서울특별시 양천구 월정로11길 24,서울특별시 양천구 신월동 411-11,37.5255705,126.8393064,2025-06-30
신월4동,서울특별시 양천구 월정로11길 16,서울특별시 양천구 신월동 411-7,37.5255705,126.8393064,2025-06-30
신월4동,서울특별시 양천구 월정로11길 14,서울특별시 양천구 신월동 412-2,37.5255705,126.8393064,2025-06-30
신월4동,서울특별시 양천구 국회대로 50,서울특별시 양천구 신월동 412-7,37.5288146,126.8564485,2025-06-30
신월4동,서울특별시 양천구 오목로5길 42,서울특별시 양천구 신월동 413-1,37.5239965,126.8402541,2025-06-30
신월4동,서울특별시 양천구 오목로5길 38,서울특별시 양천구 신월동 413-13,37.5239965,126.8402541,2025-06-30
신월4동,서울특별시 양천구 월정로11길 5,서울특별시 양천구 신월동 413-19,37.5255705,126.8393064,2025-06-30
신월4동,서울특별시 양천구 남부순환로67길 2,서울특별시 양천구 신월동 418-2,37.5235824,126.8375705,2025-06-30
신월4동,서울특별시 양천구 남부순환로67길 10,서울특별시 양천구 신월동 419-2,37.5235824,126.8375705,2025-06-30
신월4동,서울특별시 양천구 오목로3길 23,서울특별시 양천구 신월동 421-12,37.523687,126.8386791,2025-06-30
신월4동,서울특별시 양천구 오목로3길 29,서울특별시 양천구 신월동 421-6,37.5239512,126.8381958,2025-06-30
신월4동,서울특별시 양천구 오목로3길 32,서울특별시 양천구 신월동 422-7,37.523687,126.8386791,2025-06-30
신월4동,서울특별시 양천구 오목로3길 32,서울특별시 양천구 신월동 422-7,37.523687,126.8386791,2025-06-30
신월4동,서울특별시 양천구 월정로7길 10,서울특별시 양천구 신월동 425-5,37.5240104,126.8402427,2025-06-30
신월4동,서울특별시 양천구 월정로9길 11-2,서울특별시 양천구 신월동 425-7,37.5250019,126.8396348,2025-06-30
신월4동,서울특별시 양천구 월정로 63,서울특별시 양천구 신월동 427-17,37.5261003,126.8407882,2025-06-30
신월4동,서울특별시 양천구 오목로3길 16,서울특별시 양천구 신월동 433-6,37.523687,126.8386791,2025-06-30
신월4동,서울특별시 양천구 오목로3길 12,서울특별시 양천구 신월동 433-8,37.523687,126.8386791,2025-06-30
신월4동,서울특별시 양천구 오목로3길 16-1,서울특별시 양천구 신월동 433-9,37.523687,126.8386791,2025-06-30
신월4동,서울특별시 양천구 오목로1길 17-1,서울특별시 양천구 신월동 437-3,37.5234115,126.8370983,2025-06-30
신월4동,서울특별시 양천구 오목로3길 5-7,서울특별시 양천구 신월동 439-15,37.523687,126.8386791,2025-06-30
신월4동,서울특별시 양천구 오목로3길 5-11,서울특별시 양천구 신월동 439-19,37.523687,126.8386791,2025-06-30
신월4동,서울특별시 양천구 오목로3길 3,서울특별시 양천구 신월동 439-25,37.523687,126.8386791,2025-06-30
신월4동,서울특별시 양천구 오목로3길 5-2,서울특별시 양천구 신월동 440-15,37.523687,126.8386791,2025-06-30
신월4동,서울특별시 양천구 오목로3길 5,서울특별시 양천구 신월동 440-9,37.523687,126.8386791,2025-06-30
신월4동,서울특별시 양천구 월정로 21,서울특별시 양천구 신월동 514-3,37.5261003,126.8407882,2025-06-30
신월4동,서울특별시 양천구 오목로4길 25,서울특별시 양천구 신월동 516-6,37.5209183,126.8417228,2025-06-30
신월4동,서울특별시 양천구 오목로 34-1,서울특별시 양천구 신월동 518-7,37.5242619,126.8772058,2025-06-30
신월4동,서울특별시 양천구 오목로4길 11,서울특별시 양천구 신월동 519-11,37.5209183,126.8417228,2025-06-30
신월4동,서울특별시 양천구 오목로4길 5,서울특별시 양천구 신월동 519-12,37.5209183,126.8417228,2025-06-30
신월4동,서울특별시 양천구 오목로 28-16,서울특별시 양천구 신월동 519-3,37.5242619,126.8772058,2025-06-30
신월4동,서울특별시 양천구 신월로11길 40-1,서울특별시 양천구 신월동 520-18,37.5183069,126.8410201,2025-06-30
신월4동,서울특별시 양천구 오목로 20,서울특별시 양천구 신월동 520-8,37.5242619,126.8772058,2025-06-30
신월4동,서울특별시 양천구 남부순환로73길 15-9,서울특별시 양천구 신월동 522-2,37.5201503,126.8399091,2025-06-30
신월4동,서울특별시 양천구 남부순환로73길 15-1,서울특별시 양천구 신월동 522-5,37.5201503,126.8399091,2025-06-30
신월4동,서울특별시 양천구 남부순환로73길 7,서울특별시 양천구 신월동 523-13,37.5201503,126.8399091,2025-06-30
신월4동,서울특별시 양천구 남부순환로73길 11,서울특별시 양천구 신월동 523-15,37.5201503,126.8399091,2025-06-30
신월4동,서울특별시 양천구 신월로9길 15,서울특별시 양천구 신월동 525-8,37.5192477,126.8393788,2025-06-30
신월4동,서울특별시 양천구 신월로9길 15,서울특별시 양천구 신월동 525-8,37.5192477,126.8393788,2025-06-30
신월4동,서울특별시 양천구 신월로9길 24,서울특별시 양천구 신월동 526-11,37.5192477,126.8393788,2025-06-30
신월4동,서울특별시 양천구 신월로11길 27,서울특별시 양천구 신월동 526-5,37.5183069,126.8410201,2025-06-30
신월4동,서울특별시 양천구 남부순환로75길 5,서울특별시 양천구 신월동 527-4,37.5196783,126.8415197,2025-06-30
신월4동,서울특별시 양천구 신월로15길 20,서울특별시 양천구 신월동 530-15,37.5196321,126.841722,2025-06-30
신월4동,서울특별시 양천구 신월로15길 22,서울특별시 양천구 신월동 530-8,37.5196321,126.841722,2025-06-30
신월4동,서울특별시 양천구 신월로19길 7,서울특별시 양천구 신월동 532-14,37.5203227,126.8435418,2025-06-30
신월4동,서울특별시 양천구 신월로19길 9,서울특별시 양천구 신월동 532-5,37.5203227,126.8435418,2025-06-30
신월4동,서울특별시 양천구 월정로 11,서울특별시 양천구 신월동 534-3,37.5211541,126.8437316,2025-06-30
신월4동,서울특별시 양천구 신월로13길 16,서울특별시 양천구 신월동 538-1,37.5187887,126.8414246,2025-06-30
신월4동,서울특별시 양천구 신월로15길 13,서울특별시 양천구 신월동 538-2,37.5196321,126.841722,2025-06-30
신월4동,서울특별시 양천구 신월로13길 12,서울특별시 양천구 신월동 538-5,37.5187887,126.8414246,2025-06-30
신월4동,서울특별시 양천구 신월로11길 14,서울특별시 양천구 신월동 540-5,37.5183069,126.8410201,2025-06-30
신월4동,서울특별시 양천구 신월로9길 20,서울특별시 양천구 신월동 541-1,37.5192477,126.8393788,2025-06-30
신월4동,서울특별시 양천구 신월로9길 12,서울특별시 양천구 신월동 546-26,37.5192477,126.8393788,2025-06-30
신월4동,,서울특별시 양천구 신월동 639,37.52782,126.83692,2025-06-30
신월5동,서울특별시 양천구 남부순환로29길 45,서울특별시 양천구 신월동  17-5,37.5401976,126.8307065,2025-06-30
신월5동,서울특별시 양천구 월정로46길 8,서울특별시 양천구 신월동  22-14,37.5406253,126.8326755,2025-06-30
신월5동,서울특별시 양천구 월정로46길 10,서울특별시 양천구 신월동  22-17,37.5406864,126.833113,2025-06-30
신월5동,서울특별시 양천구 남부순환로31길 9,서울특별시 양천구 신월동  54-3,37.5388878,126.8296674,2025-06-30
신월5동,서울특별시 양천구 남부순환로31길 30,서울특별시 양천구 신월동  58-8,37.5388878,126.8296674,2025-06-30
신월5동,서울특별시 양천구 남부순환로33길 37,서울특별시 양천구 신월동  61-9,37.5382632,126.8302061,2025-06-30
신월5동,서울특별시 양천구 월정로38길 4-2,서울특별시 양천구 신월동  68-2,37.5389937,126.8336205,2025-06-30
신월5동,서울특별시 양천구 가로공원로69길 7,서울특별시 양천구 신월동  71-8,37.5373833,126.8325588,2025-06-30
신월5동,서울특별시 양천구 가로공원로67길 16,서울특별시 양천구 신월동  74-4,37.5373219,126.8305344,2025-06-30
신월5동,서울특별시 양천구 화곡로10길 26,서울특별시 양천구 신월동  75-15,37.5382344,126.8311332,2025-06-30
신월5동,서울특별시 양천구 가로공원로67길 6,서울특별시 양천구 신월동  75-20,37.5373219,126.8305344,2025-06-30
신월5동,서울특별시 양천구 남부순환로33길 10,서울특별시 양천구 신월동  79-2,37.5382632,126.8302061,2025-06-30
신월5동,서울특별시 양천구 가로공원로 149-1,서울특별시 양천구 신월동  84-8,37.5366405,126.8326876,2025-06-30
신월5동,서울특별시 양천구 화곡로3길 40,서울특별시 양천구 신월동 10-1,37.5428026,126.8279678,2025-06-30
신월5동,서울특별시 양천구 남부순환로27길 9-8,서울특별시 양천구 신월동 12-9,37.5409238,126.826851,2025-06-30
신월5동,서울특별시 양천구 화곡로3길 20-3,서울특별시 양천구 신월동 13-14,37.5411819,126.8275538,2025-06-30
신월5동,서울특별시 양천구 화곡로5길 19,서울특별시 양천구 신월동 13-2,37.5412822,126.8284083,2025-06-30
신월5동,서울특별시 양천구 화곡로5길 11,서울특별시 양천구 신월동 16-10,37.5405095,126.8280552,2025-06-30
신월5동,서울특별시 양천구 남부순환로29길 19,서울특별시 양천구 신월동 16-13,37.5401121,126.827969,2025-06-30
신월5동,서울특별시 양천구 월정로 259-8,서울특별시 양천구 신월동 17-4,37.5405417,126.8306781,2025-06-30
신월5동,서울특별시 양천구 월정로50길 16-2,서울특별시 양천구 신월동 18-11,37.5415713,126.8316698,2025-06-30
신월5동,서울특별시 양천구 월정로48길 6,서울특별시 양천구 신월동 20-2,37.5411302,126.8316085,2025-06-30
신월5동,서울특별시 양천구 남부순환로 293,서울특별시 양천구 신월동 29-1,37.5403656,126.8256901,2025-06-30
신월5동,서울특별시 양천구 남부순환로27길 12-1,서울특별시 양천구 신월동 29-16,37.540357,126.8265889,2025-06-30
신월5동,서울특별시 양천구 남부순환로33길 17,서울특별시 양천구 신월동 57-5,37.5382632,126.8302061,2025-06-30
신월5동,서울특별시 양천구 월정로 314,서울특별시 양천구 신월동 6-1,37.5448623,126.8290902,2025-06-30
신월5동,서울특별시 양천구 화곡로14길 6,서울특별시 양천구 신월동 66-1,37.5384807,126.8346585,2025-06-30
신월5동,서울특별시 양천구 월정로40길 10,서울특별시 양천구 신월동 66-9,37.539026,126.8340126,2025-06-30
신월5동,서울특별시 양천구 화곡로12길 23-1,서울특별시 양천구 신월동 72-13,37.538234,126.8317425,2025-06-30
신월5동,서울특별시 양천구 화곡로12길 15-1,서울특별시 양천구 신월동 72-18,37.538234,126.8317425,2025-06-30
신월5동,서울특별시 양천구 화곡로4길 29-12,서울특별시 양천구 신월동 80-2,37.5377432,126.828015,2025-06-30
신월5동,서울특별시 양천구 가로공원로69길 22,서울특별시 양천구 신월동 85-19,37.5373833,126.8325588,2025-06-30
신월5동,서울특별시 양천구 월정로36길 8,서울특별시 양천구 신월동 88-5,37.538558,126.8346548,2025-06-30
신월5동,서울특별시 양천구 화곡로3가길 7-14,서울특별시 양천구 신월동 9-21,37.5423515,126.8284045,2025-06-30
신월5동,서울특별시 양천구 남부순환로31길 13-1,서울특별시 양천구 신월동 54-14,37.5388878,126.8296674,2025-06-30
신월5동,서울특별시 양천구 화곡로10길 11,서울특별시 양천구 신월동 61-6,37.5382344,126.8311332,2025-06-30
신월5동,서울특별시 양천구 화곡로8길 23,서울특별시 양천구 신월동 76-17,37.5380946,126.829561,2025-06-30
신월5동,서울특별시 양천구 월정로50길 16-5,서울특별시 양천구 신월동 19-28,37.5415495,126.8320243,2025-06-30
신월5동,서울특별시 양천구 화곡로3가길 9,서울특별시 양천구 신월동 9-27,37.5417139,126.8285134,2025-06-30
신월5동,서울특별시 양천구 남부순환로27길 9-20,서울특별시 양천구 신월동 12-14,37.541475,126.8270556,2025-06-30
신월6동,서울특별시 양천구 남부순환로80길 21-1,서울특별시 양천구 신월동 1005-6,37.5160598,126.838097,2025-06-30
신월6동,서울특별시 양천구 남부순환로82길 14,서울특별시 양천구 신월동 1006-12,37.5155406,126.8377461,2025-06-30
신월6동,서울특별시 양천구 남부순환로80길 13,서울특별시 양천구 신월동 1006-2,37.5160598,126.838097,2025-06-30
신월6동,서울특별시 양천구 남부순환로82길 10,서울특별시 양천구 신월동 1006-22,37.5155406,126.8377461,2025-06-30
신월6동,서울특별시 양천구 남부순환로80길 17,서울특별시 양천구 신월동 1006-8,37.5160598,126.838097,2025-06-30
신월6동,서울특별시 양천구 남부순환로82길 21,서울특별시 양천구 신월동 1011-4,37.5155406,126.8377461,2025-06-30
신월6동,서울특별시 양천구 남부순환로82길 9-1,서울특별시 양천구 신월동 1013-1,37.5155406,126.8377461,2025-06-30
신월6동,서울특별시 양천구 남부순환로82길 5-3,서울특별시 양천구 신월동 1014-15,37.5155406,126.8377461,2025-06-30
신월6동,서울특별시 양천구 남부순환로86길 6,서울특별시 양천구 신월동 1015-10,37.5131592,126.839857,2025-06-30
신월6동,서울특별시 양천구 남부순환로 614,서울특별시 양천구 신월동 1015-7,37.5190415,126.8386508,2025-06-30
신월6동,서울특별시 양천구 남부순환로79길 1,서울특별시 양천구 신월동 548-4,37.5179421,126.8430819,2025-06-30
신월7동,서울특별시 양천구 지양로17길 5,서울특별시 양천구 신월동 331-107,37.5222376,126.8275852,2025-06-30
신월7동,서울특별시 양천구 지양로 149,서울특별시 양천구 신월동 331-111,37.5207799,126.834536,2025-06-30
신월7동,서울특별시 양천구 지양로17길 26,서울특별시 양천구 신월동 331-45,37.5222376,126.8275852,2025-06-30
신월7동,서울특별시 양천구 지양로 175,서울특별시 양천구 신월동 331-66,37.5207799,126.834536,2025-06-30
신월7동,서울특별시 양천구 지양로15길 13,서울특별시 양천구 신월동 911-10,37.5229185,126.83058,2025-06-30
신월7동,서울특별시 양천구 지양로13길 16-1,서울특별시 양천구 신월동 911-12,37.5225568,126.8307266,2025-06-30
신월7동,서울특별시 양천구 지양로13길 24,서울특별시 양천구 신월동 911-19,37.5225568,126.8307266,2025-06-30
신월7동,서울특별시 양천구 지양로15길 1,서울특별시 양천구 신월동 912-13,37.522808,126.8297,2025-06-30
신월7동,서울특별시 양천구 지양로13길 14,서울특별시 양천구 신월동 912-3,37.5225568,126.8307266,2025-06-30
신월7동,서울특별시 양천구 지양로15길 9,서울특별시 양천구 신월동 912-6,37.5229185,126.83058,2025-06-30
신월7동,서울특별시 양천구 지양로15길 7,서울특별시 양천구 신월동 912-7,37.5229185,126.83058,2025-06-30
신월7동,서울특별시 양천구 지양로14길 5-6,서울특별시 양천구 신월동 914-1,37.523675,126.8329465,2025-06-30
신월7동,서울특별시 양천구 지양로14길 5-12,서울특별시 양천구 신월동 914-4,37.523675,126.8329465,2025-06-30
신월7동,서울특별시 양천구 지양로16길 8,서울특별시 양천구 신월동 914-6,37.5229382,126.8350275,2025-06-30
신월7동,서울특별시 양천구 지양로14길 9,서울특별시 양천구 신월동 915-9,37.523675,126.8329465,2025-06-30
신월7동,서울특별시 양천구 지양로16길 3,서울특별시 양천구 신월동 916-1,37.5229382,126.8350275,2025-06-30
신월7동,서울특별시 양천구 지양로16길 13-1,서울특별시 양천구 신월동 916-5,37.5229382,126.8350275,2025-06-30
